No.,Time,Source,Destination,Protocol,Length,CID,Payload,Info
571,14:02.0,localhost (),remote (),L2CAP,628,Dynamically Allocated Channel,8060053500c99fef0000000047fc0000,Sent Connection oriented channel
572,14:02.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
573,14:02.0,localhost (),remote (),L2CAP,626,Dynamically Allocated Channel,8060053600c9a0030000000047fc0000,Sent Connection oriented channel
574,14:02.0,localhost (),remote (),L2CAP,663,Dynamically Allocated Channel,8060053700c9a0170000000047fc0000,Sent Connection oriented channel
575,14:02.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
576,14:02.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
577,14:02.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
578,14:02.0,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
579,14:02.0,localhost (),remote (),L2CAP,637,Dynamically Allocated Channel,8060053800c9a0350000000047fc0000,Sent Connection oriented channel
580,14:02.1,localhost (),remote (),L2CAP,641,Dynamically Allocated Channel,8060053900c9a0490000000047fc0000,Sent Connection oriented channel
581,14:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
582,14:02.1,localhost (),remote (),L2CAP,649,Dynamically Allocated Channel,8060053a00c9a05d0000000047fc0000,Sent Connection oriented channel
583,14:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
584,14:02.1,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
585,14:02.1,localhost (),remote (),L2CAP,656,Dynamically Allocated Channel,8060053b00c9a07b0000000047fc0000,Sent Connection oriented channel
586,14:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
587,14:02.1,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
588,14:02.1,localhost (),remote (),L2CAP,670,Dynamically Allocated Channel,8060053c00c9a08f0000000047fc0000,Sent Connection oriented channel
589,14:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
590,14:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
591,14:02.1,localhost (),remote (),L2CAP,614,Dynamically Allocated Channel,8060053d00c9a0a30000000047fc0000,Sent Connection oriented channel
592,14:02.2,localhost (),remote (),L2CAP,633,Dynamically Allocated Channel,8060053e00c9a0c10000000047fc0000,Sent Connection oriented channel
593,14:02.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
594,14:02.2,localhost (),remote (),L2CAP,624,Dynamically Allocated Channel,8060053f00c9a0d50000000047fc0000,Sent Connection oriented channel
595,14:02.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
596,14:02.2,localhost (),remote (),L2CAP,616,Dynamically Allocated Channel,8060054000c9a0e90000000047fc0000,Sent Connection oriented channel
597,14:02.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
598,14:02.2,localhost (),remote (),L2CAP,627,Dynamically Allocated Channel,8060054100c9a1070000000047fc0000,Sent Connection oriented channel
599,14:02.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
600,14:02.3,localhost (),remote (),L2CAP,622,Dynamically Allocated Channel,8060054200c9a11b0000000047fc0000,Sent Connection oriented channel
601,14:02.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
602,14:02.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
603,14:02.3,localhost (),remote (),L2CAP,624,Dynamically Allocated Channel,8060054300c9a12f0000000047fc0000,Sent Connection oriented channel
604,14:02.3,localhost (),remote (),L2CAP,647,Dynamically Allocated Channel,8060054400c9a14d0000000047fc0000,Sent Connection oriented channel
605,14:02.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
606,14:02.3,localhost (),remote (),L2CAP,645,Dynamically Allocated Channel,8060054500c9a1610000000047fc0000,Sent Connection oriented channel
607,14:02.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
608,14:02.4,localhost (),remote (),L2CAP,631,Dynamically Allocated Channel,8060054600c9a1750000000047fc0000,Sent Connection oriented channel
609,14:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
610,14:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
611,14:02.4,localhost (),remote (),L2CAP,634,Dynamically Allocated Channel,8060054700c9a1930000000047fc0000,Sent Connection oriented channel
612,14:02.4,localhost (),remote (),L2CAP,638,Dynamically Allocated Channel,8060054800c9a1a70000000047fc0000,Sent Connection oriented channel
613,14:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
614,14:02.4,localhost (),remote (),L2CAP,647,Dynamically Allocated Channel,8060054900c9a1bb0000000047fc0000,Sent Connection oriented channel
615,14:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
616,14:02.4,localhost (),remote (),L2CAP,634,Dynamically Allocated Channel,8060054a00c9a1cf0000000047fc0000,Sent Connection oriented channel
617,14:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
618,14:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
619,14:02.5,localhost (),remote (),L2CAP,622,Dynamically Allocated Channel,8060054b00c9a1ed0000000047fc0000,Sent Connection oriented channel
620,14:02.5,localhost (),remote (),L2CAP,610,Dynamically Allocated Channel,8060054c00c9a2010000000047fc0000,Sent Connection oriented channel
621,14:02.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
622,14:02.5,host,controller,HCI_CMD,,,,Sent LE Set Scan Enable
623,14:02.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (LE Set Scan Enable)
624,14:02.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
625,14:02.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
626,14:02.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
627,14:02.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
628,14:02.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
629,14:02.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
630,14:02.5,localhost (),remote (),L2CAP,643,Dynamically Allocated Channel,8060054d00c9a2150000000047fc0000,Sent Connection oriented channel
631,14:02.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
632,14:02.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
633,14:02.5,localhost (),remote (),L2CAP,648,Dynamically Allocated Channel,8060054e00c9a2330000000047fc0000,Sent Connection oriented channel
634,14:02.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
635,14:02.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
636,14:02.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
637,14:02.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
638,14:02.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
639,14:02.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
640,14:02.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
641,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
642,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
643,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
644,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
645,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
646,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
647,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
648,14:02.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
649,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
650,14:02.6,localhost (),remote (),L2CAP,644,Dynamically Allocated Channel,8060054f00c9a2470000000047fc0000,Sent Connection oriented channel
651,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
652,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
653,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
654,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
655,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
656,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
657,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
658,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
659,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
660,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
661,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
662,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
663,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
664,14:02.6,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
665,14:02.6,localhost (),remote (),L2CAP,659,Dynamically Allocated Channel,8060055000c9a25b0000000047fc0000,Sent Connection oriented channel
666,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
667,14:02.6,host,controller,HCI_CMD,,,,Sent LE Set Scan Parameters
668,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (LE Set Scan Parameters)
669,14:02.6,host,controller,HCI_CMD,,,,Sent LE Set Scan Enable
670,14:02.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
671,14:02.6,controller,host,HCI_EVT,,,,Rcvd Command Complete (LE Set Scan Enable)
672,14:02.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
673,14:02.6,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
674,14:02.6,localhost (),remote (),L2CAP,629,Dynamically Allocated Channel,8060055100c9a2790000000047fc0000,Sent Connection oriented channel
675,14:02.6,localhost (),remote (),L2CAP,645,Dynamically Allocated Channel,8060055200c9a28d0000000047fc0000,Sent Connection oriented channel
676,14:02.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
677,14:02.7,localhost (),remote (),L2CAP,655,Dynamically Allocated Channel,8060055300c9a2a10000000047fc0000,Sent Connection oriented channel
678,14:02.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
679,14:02.7,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
680,14:02.7,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
681,14:02.7,localhost (),remote (),L2CAP,639,Dynamically Allocated Channel,8060055400c9a2bf0000000047fc0000,Sent Connection oriented channel
682,14:02.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
683,14:02.7,localhost (),remote (),L2CAP,648,Dynamically Allocated Channel,8060055500c9a2d30000000047fc0000,Sent Connection oriented channel
684,14:02.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
685,14:02.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
686,14:02.7,localhost (),remote (),L2CAP,620,Dynamically Allocated Channel,8060055600c9a2e70000000047fc0000,Sent Connection oriented channel
687,14:02.8,localhost (),remote (),L2CAP,616,Dynamically Allocated Channel,8060055700c9a3050000000047fc0000,Sent Connection oriented channel
688,14:02.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
689,14:02.8,localhost (),remote (),L2CAP,610,Dynamically Allocated Channel,8060055800c9a3190000000047fc0000,Sent Connection oriented channel
690,14:02.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
691,14:02.8,localhost (),remote (),L2CAP,640,Dynamically Allocated Channel,8060055900c9a32d0000000047fc0000,Sent Connection oriented channel
692,14:02.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
693,14:02.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
694,14:02.8,localhost (),remote (),L2CAP,614,Dynamically Allocated Channel,8060055a00c9a34b0000000047fc0000,Sent Connection oriented channel
695,14:02.8,localhost (),remote (),L2CAP,654,Dynamically Allocated Channel,8060055b00c9a35f0000000047fc0000,Sent Connection oriented channel
696,14:02.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
697,14:02.9,localhost (),remote (),L2CAP,642,Dynamically Allocated Channel,8060055c00c9a3730000000047fc0000,Sent Connection oriented channel
698,14:02.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
699,14:02.9,localhost (),remote (),L2CAP,656,Dynamically Allocated Channel,8060055d00c9a3910000000047fc0000,Sent Connection oriented channel
700,14:02.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
701,14:02.9,localhost (),remote (),L2CAP,654,Dynamically Allocated Channel,8060055e00c9a3a50000000047fc0000,Sent Connection oriented channel
702,14:02.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
703,14:02.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
704,14:02.9,localhost (),remote (),L2CAP,652,Dynamically Allocated Channel,8060055f00c9a3b90000000047fc0000,Sent Connection oriented channel
705,14:03.0,localhost (),remote (),L2CAP,655,Dynamically Allocated Channel,8060056000c9a3d70000000047fc0000,Sent Connection oriented channel
706,14:03.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
707,14:03.0,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,8060056100c9a3eb0000000047fc0000,Sent Connection oriented channel
708,14:03.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
709,14:03.0,localhost (),remote (),L2CAP,636,Dynamically Allocated Channel,8060056200c9a3ff0000000047fc0000,Sent Connection oriented channel
710,14:03.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
711,14:03.0,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
712,14:03.0,localhost (),remote (),L2CAP,638,Dynamically Allocated Channel,8060056300c9a41d0000000047fc0000,Sent Connection oriented channel
713,14:03.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
714,14:03.0,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
715,14:03.0,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060056400c9a4310000000047fc0000,Sent Connection oriented channel
716,14:03.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
717,14:03.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
718,14:03.1,localhost (),remote (),L2CAP,664,Dynamically Allocated Channel,8060056500c9a4450000000047fc0000,Sent Connection oriented channel
719,14:03.1,localhost (),remote (),L2CAP,614,Dynamically Allocated Channel,8060056600c9a4590000000047fc0000,Sent Connection oriented channel
720,14:03.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
721,14:03.1,localhost (),remote (),L2CAP,653,Dynamically Allocated Channel,8060056700c9a4770000000047fc0000,Sent Connection oriented channel
722,14:03.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
723,14:03.1,localhost (),remote (),L2CAP,622,Dynamically Allocated Channel,8060056800c9a48b0000000047fc0000,Sent Connection oriented channel
724,14:03.2,localhost (),remote (),L2CAP,615,Dynamically Allocated Channel,8060056900c9a49f0000000047fc0000,Sent Connection oriented channel
725,14:03.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
726,14:03.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
727,14:03.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
728,14:03.2,localhost (),remote (),L2CAP,634,Dynamically Allocated Channel,8060056a00c9a4bd0000000047fc0000,Sent Connection oriented channel
729,14:03.2,localhost (),remote (),L2CAP,647,Dynamically Allocated Channel,8060056b00c9a4d10000000047fc0000,Sent Connection oriented channel
730,14:03.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
731,14:03.2,localhost (),remote (),L2CAP,628,Dynamically Allocated Channel,8060056c00c9a4e50000000047fc0000,Sent Connection oriented channel
732,14:03.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
733,14:03.3,localhost (),remote (),L2CAP,657,Dynamically Allocated Channel,8060056d00c9a5030000000047fc0000,Sent Connection oriented channel
734,14:03.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
735,14:03.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
736,14:03.3,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
737,14:03.3,localhost (),remote (),L2CAP,621,Dynamically Allocated Channel,8060056e00c9a5170000000047fc0000,Sent Connection oriented channel
738,14:03.3,localhost (),remote (),L2CAP,634,Dynamically Allocated Channel,8060056f00c9a52b0000000047fc0000,Sent Connection oriented channel
739,14:03.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
740,14:03.3,localhost (),remote (),L2CAP,643,Dynamically Allocated Channel,8060057000c9a5490000000047fc0000,Sent Connection oriented channel
741,14:03.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
742,14:03.3,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060057100c9a55d0000000047fc0000,Sent Connection oriented channel
743,14:03.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
744,14:03.4,localhost (),remote (),L2CAP,627,Dynamically Allocated Channel,8060057200c9a5710000000047fc0000,Sent Connection oriented channel
745,14:03.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
746,14:03.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
747,14:03.4,localhost (),remote (),L2CAP,613,Dynamically Allocated Channel,8060057300c9a58f0000000047fc0000,Sent Connection oriented channel
748,14:03.4,localhost (),remote (),L2CAP,634,Dynamically Allocated Channel,8060057400c9a5a30000000047fc0000,Sent Connection oriented channel
749,14:03.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
750,14:03.4,localhost (),remote (),L2CAP,616,Dynamically Allocated Channel,8060057500c9a5b70000000047fc0000,Sent Connection oriented channel
751,14:03.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
752,14:03.5,localhost (),remote (),L2CAP,630,Dynamically Allocated Channel,8060057600c9a5d50000000047fc0000,Sent Connection oriented channel
753,14:03.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
754,14:03.5,localhost (),remote (),L2CAP,614,Dynamically Allocated Channel,8060057700c9a5e90000000047fc0000,Sent Connection oriented channel
755,14:03.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
756,14:03.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
757,14:03.5,localhost (),remote (),L2CAP,619,Dynamically Allocated Channel,8060057800c9a5fd0000000047fc0000,Sent Connection oriented channel
758,14:03.5,localhost (),remote (),L2CAP,633,Dynamically Allocated Channel,8060057900c9a61b0000000047fc0000,Sent Connection oriented channel
759,14:03.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
760,14:03.6,localhost (),remote (),L2CAP,634,Dynamically Allocated Channel,8060057a00c9a62f0000000047fc0000,Sent Connection oriented channel
761,14:03.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
762,14:03.6,localhost (),remote (),L2CAP,627,Dynamically Allocated Channel,8060057b00c9a6430000000047fc0000,Sent Connection oriented channel
763,14:03.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
764,14:03.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
765,14:03.6,localhost (),remote (),L2CAP,636,Dynamically Allocated Channel,8060057c00c9a6610000000047fc0000,Sent Connection oriented channel
766,14:03.6,localhost (),remote (),L2CAP,637,Dynamically Allocated Channel,8060057d00c9a6750000000047fc0000,Sent Connection oriented channel
767,14:03.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
768,14:03.6,localhost (),remote (),L2CAP,642,Dynamically Allocated Channel,8060057e00c9a6890000000047fc0000,Sent Connection oriented channel
769,14:03.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
770,14:03.7,host,controller,HCI_CMD,,,,Sent Read Clock
771,14:03.7,localhost (),remote (),L2CAP,631,Dynamically Allocated Channel,8060057f00c9a6a70000000047fc0000,Sent Connection oriented channel
772,14:03.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
773,14:03.7,controller,host,HCI_EVT,,,,Rcvd Command Complete (Read Clock)[Malformed Packet]
774,14:03.7,localhost (),remote (),L2CAP,639,Dynamically Allocated Channel,8060058000c9a6bb0000000047fc0000,Sent Connection oriented channel
775,14:03.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
776,14:03.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
777,14:03.7,localhost (),remote (),L2CAP,625,Dynamically Allocated Channel,8060058100c9a6cf0000000047fc0000,Sent Connection oriented channel
778,14:03.7,localhost (),remote (),L2CAP,645,Dynamically Allocated Channel,8060058200c9a6ed0000000047fc0000,Sent Connection oriented channel
779,14:03.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
780,14:03.8,localhost (),remote (),L2CAP,625,Dynamically Allocated Channel,8060058300c9a7010000000047fc0000,Sent Connection oriented channel
781,14:03.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
782,14:03.8,localhost (),remote (),L2CAP,624,Dynamically Allocated Channel,8060058400c9a7160000000047fc0000,Sent Connection oriented channel
783,14:03.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
784,14:03.8,localhost (),remote (),L2CAP,628,Dynamically Allocated Channel,8060058500c9a72a0000000047fc0000,Sent Connection oriented channel
785,14:03.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
786,14:03.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
787,14:03.8,localhost (),remote (),L2CAP,645,Dynamically Allocated Channel,8060058600c9a7470000000047fc0000,Sent Connection oriented channel
788,14:03.9,localhost (),remote (),L2CAP,638,Dynamically Allocated Channel,8060058700c9a75b0000000047fc0000,Sent Connection oriented channel
789,14:03.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
790,14:03.9,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
791,14:03.9,localhost (),remote (),L2CAP,643,Dynamically Allocated Channel,8060058800c9a7700000000047fc0000,Sent Connection oriented channel
792,14:03.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
793,14:03.9,localhost (),remote (),L2CAP,628,Dynamically Allocated Channel,8060058900c9a78d0000000047fc0000,Sent Connection oriented channel
794,14:03.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
795,14:03.9,localhost (),remote (),L2CAP,632,Dynamically Allocated Channel,8060058a00c9a7a10000000047fc0000,Sent Connection oriented channel
796,14:03.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
797,14:03.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
798,14:03.9,localhost (),remote (),L2CAP,641,Dynamically Allocated Channel,8060058b00c9a7b50000000047fc0000,Sent Connection oriented channel
799,14:04.0,localhost (),remote (),L2CAP,621,Dynamically Allocated Channel,8060058c00c9a7d30000000047fc0000,Sent Connection oriented channel
800,14:04.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
801,14:04.0,localhost (),remote (),L2CAP,644,Dynamically Allocated Channel,8060058d00c9a7e80000000047fc0000,Sent Connection oriented channel
802,14:04.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
803,14:04.0,localhost (),remote (),L2CAP,626,Dynamically Allocated Channel,8060058e00c9a7fc0000000047fc0000,Sent Connection oriented channel
804,14:04.0,localhost (),remote (),L2CAP,633,Dynamically Allocated Channel,8060058f00c9a8190000000047fc0000,Sent Connection oriented channel
805,14:04.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
806,14:04.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
807,14:04.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
808,14:04.1,localhost (),remote (),L2CAP,627,Dynamically Allocated Channel,8060059000c9a82e0000000047fc0000,Sent Connection oriented channel
809,14:04.1,localhost (),remote (),L2CAP,659,Dynamically Allocated Channel,8060059100c9a8410000000047fc0000,Sent Connection oriented channel
810,14:04.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
811,14:04.1,localhost (),remote (),L2CAP,630,Dynamically Allocated Channel,8060059200c9a85f0000000047fc0000,Sent Connection oriented channel
812,14:04.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
813,14:04.1,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
814,14:04.1,localhost (),remote (),L2CAP,614,Dynamically Allocated Channel,8060059300c9a8740000000047fc0000,Sent Connection oriented channel
815,14:04.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
816,14:04.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
817,14:04.2,localhost (),remote (),L2CAP,653,Dynamically Allocated Channel,8060059400c9a8870000000047fc0000,Sent Connection oriented channel
818,14:04.2,localhost (),remote (),L2CAP,665,Dynamically Allocated Channel,8060059500c9a8a50000000047fc0000,Sent Connection oriented channel
819,14:04.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
820,14:04.2,localhost (),remote (),L2CAP,654,Dynamically Allocated Channel,8060059600c9a8b90000000047fc0000,Sent Connection oriented channel
821,14:04.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
822,14:04.2,localhost (),remote (),L2CAP,629,Dynamically Allocated Channel,8060059700c9a8cd0000000047fc0000,Sent Connection oriented channel
823,14:04.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
824,14:04.3,localhost (),remote (),L2CAP,644,Dynamically Allocated Channel,8060059800c9a8eb0000000047fc0000,Sent Connection oriented channel
825,14:04.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
826,14:04.3,localhost (),remote (),L2CAP,648,Dynamically Allocated Channel,8060059900c9a8ff0000000047fc0000,Sent Connection oriented channel
827,14:04.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
828,14:04.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
829,14:04.3,localhost (),remote (),L2CAP,647,Dynamically Allocated Channel,8060059a00c9a9130000000047fc0000,Sent Connection oriented channel
830,14:04.3,localhost (),remote (),L2CAP,615,Dynamically Allocated Channel,8060059b00c9a9310000000047fc0000,Sent Connection oriented channel
831,14:04.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
