No.,Time,Source,Destination,Protocol,Length,CID,Payload,Info
3819,14:32.4,localhost (),remote (),L2CAP,629,Dynamically Allocated Channel,80600a5400ca16d90000000047fc0000,Sent Connection oriented channel
3820,14:32.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
3821,14:32.4,localhost (),remote (),L2CAP,652,Dynamically Allocated Channel,80600a5500ca16ed0000000047fc0000,Sent Connection oriented channel
3822,14:32.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
3823,14:32.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
3824,14:32.4,localhost (),remote (),L2CAP,636,Dynamically Allocated Channel,80600a5600ca17010000000047fc0000,Sent Connection oriented channel
3825,14:32.5,localhost (),remote (),L2CAP,629,Dynamically Allocated Channel,80600a5700ca171f0000000047fc0000,Sent Connection oriented channel
3826,14:32.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
3827,14:32.5,localhost (),remote (),L2CAP,647,Dynamically Allocated Channel,80600a5800ca17330000000047fc0000,Sent Connection oriented channel
3828,14:32.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
3829,14:32.5,host,controller,HCI_CMD,,,,Sent LE Set Scan Enable
3830,14:32.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (LE Set Scan Enable)
3831,14:32.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
3832,14:32.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
3833,14:32.5,host,controller,HCI_CMD,,,,Sent Vendor Command 0x00E9 (opcode 0xFCE9)
3834,14:32.5,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x00E9 [opcode 0xFCE9])
