"No.","Time","Source","Destination","Protocol","Length","Expert Info","Bluetooth","Data Total Length","Data","CID","Payload","Info"
"3126","18:22:11.155000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","668","â\234\223","Dynamically Allocated Channel","8060072700bb40ec0000000047fc0000","Sent Connection oriented channel"
"3127","18:22:11.158000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3128","18:22:11.179000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","624","â\234\223","Dynamically Allocated Channel","8060072800bb41030000000047fc0000","Sent Connection oriented channel"
"3129","18:22:11.182000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3130","18:22:11.202000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","657","â\234\223","Dynamically Allocated Channel","8060072900bb411b0000000047fc0000","Sent Connection oriented channel"
"3131","18:22:11.204000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3132","18:22:11.225000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","650","â\234\223","Dynamically Allocated Channel","8060072a00bb41320000000047fc0000","Sent Connection oriented channel"
"3133","18:22:11.234000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3134","18:22:11.234000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3135","18:22:11.248000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","669","â\234\223","Dynamically Allocated Channel","8060072b00bb41490000000047fc0000","Sent Connection oriented channel"
"3136","18:22:11.271000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","668","â\234\223","Dynamically Allocated Channel","8060072c00bb41600000000047fc0000","Sent Connection oriented channel"
"3137","18:22:11.273000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3138","18:22:11.294000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","662","â\234\223","Dynamically Allocated Channel","8060072d00bb41770000000047fc0000","Sent Connection oriented channel"
"3139","18:22:11.297000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3140","18:22:11.317000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","641","â\234\223","Dynamically Allocated Channel","8060072e00bb418e0000000047fc0000","Sent Connection oriented channel"
"3141","18:22:11.320000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3142","18:22:11.341000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","638","â\234\223","Dynamically Allocated Channel","8060072f00bb41a60000000047fc0000","Sent Connection oriented channel"
"3143","18:22:11.350000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3144","18:22:11.350000","controller","host","HCI_EVT","46","â\234\223","â\234\223","","","","","Rcvd LE Meta (LE Advertising Report)"
"3145","18:22:11.364000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","649","â\234\223","Dynamically Allocated Channel","8060073000bb41bd0000000047fc0000","Sent Connection oriented channel"
"3146","18:22:11.380000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3147","18:22:11.380000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3148","18:22:11.387000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","614","â\234\223","Dynamically Allocated Channel","8060073100bb41d40000000047fc0000","Sent Connection oriented channel"
"3149","18:22:11.410000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","632","â\234\223","Dynamically Allocated Channel","8060073200bb41eb0000000047fc0000","Sent Connection oriented channel"
"3150","18:22:11.413000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3151","18:22:11.434000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","622","â\234\223","Dynamically Allocated Channel","8060073300bb42020000000047fc0000","Sent Connection oriented channel"
"3152","18:22:11.436000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3153","18:22:11.457000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","648","â\234\223","Dynamically Allocated Channel","8060073400bb421a0000000047fc0000","Sent Connection oriented channel"
"3154","18:22:11.480000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","631","â\234\223","Dynamically Allocated Channel","8060073500bb42310000000047fc0000","Sent Connection oriented channel"
"3155","18:22:11.483000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3156","18:22:11.497000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3157","18:22:11.497000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3158","18:22:11.503000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","651","â\234\223","Dynamically Allocated Channel","8060073600bb42480000000047fc0000","Sent Connection oriented channel"
"3159","18:22:11.526000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","611","â\234\223","Dynamically Allocated Channel","8060073700bb425f0000000047fc0000","Sent Connection oriented channel"
"3160","18:22:11.529000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3161","18:22:11.550000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","618","â\234\223","Dynamically Allocated Channel","8060073800bb42760000000047fc0000","Sent Connection oriented channel"
"3162","18:22:11.565000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3163","18:22:11.565000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3164","18:22:11.573000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","609","â\234\223","Dynamically Allocated Channel","8060073900bb428e0000000047fc0000","Sent Connection oriented channel"
"3165","18:22:11.596000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","641","â\234\223","Dynamically Allocated Channel","8060073a00bb42a50000000047fc0000","Sent Connection oriented channel"
"3166","18:22:11.599000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3167","18:22:11.620000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","659","â\234\223","Dynamically Allocated Channel","8060073b00bb42bc0000000047fc0000","Sent Connection oriented channel"
"3168","18:22:11.623000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3169","18:22:11.643000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","637","â\234\223","Dynamically Allocated Channel","8060073c00bb42d40000000047fc0000","Sent Connection oriented channel"
"3170","18:22:11.657000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3171","18:22:11.657000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3172","18:22:11.666000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","645","â\234\223","Dynamically Allocated Channel","8060073d00bb42eb0000000047fc0000","Sent Connection oriented channel"
"3173","18:22:11.689000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","642","â\234\223","Dynamically Allocated Channel","8060073e00bb43020000000047fc0000","Sent Connection oriented channel"
"3174","18:22:11.694000","controller","host","HCI_EVT","27","â\234\223","â\234\223","","","","","Rcvd LE Meta (LE Advertising Report)"
"3175","18:22:11.703000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3176","18:22:11.703000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3177","18:22:11.713000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","620","â\234\223","Dynamically Allocated Channel","8060073f00bb43190000000047fc0000","Sent Connection oriented channel"
"3178","18:22:11.736000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","661","â\234\223","Dynamically Allocated Channel","8060074000bb43300000000047fc0000","Sent Connection oriented channel"
"3179","18:22:11.739000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3180","18:22:11.759000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","616","â\234\223","Dynamically Allocated Channel","8060074100bb43470000000047fc0000","Sent Connection oriented channel"
"3181","18:22:11.762000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3182","18:22:11.782000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","641","â\234\223","Dynamically Allocated Channel","8060074200bb435f0000000047fc0000","Sent Connection oriented channel"
"3183","18:22:11.805000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","657","â\234\223","Dynamically Allocated Channel","8060074300bb43760000000047fc0000","Sent Connection oriented channel"
"3184","18:22:11.808000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3185","18:22:11.818000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3186","18:22:11.818000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3187","18:22:11.828000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","616","â\234\223","Dynamically Allocated Channel","8060074400bb438d0000000047fc0000","Sent Connection oriented channel"
"3188","18:22:11.852000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","634","â\234\223","Dynamically Allocated Channel","8060074500bb43a40000000047fc0000","Sent Connection oriented channel"
"3189","18:22:11.856000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3190","18:22:11.875000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","656","â\234\223","Dynamically Allocated Channel","8060074600bb43bc0000000047fc0000","Sent Connection oriented channel"
"3191","18:22:11.878000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3192","18:22:11.898000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","647","â\234\223","Dynamically Allocated Channel","8060074700bb43d30000000047fc0000","Sent Connection oriented channel"
"3193","18:22:11.901000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3194","18:22:11.921000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","629","â\234\223","Dynamically Allocated Channel","8060074800bb43ea0000000047fc0000","Sent Connection oriented channel"
"3195","18:22:11.931000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3196","18:22:11.931000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3197","18:22:11.945000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","630","â\234\223","Dynamically Allocated Channel","8060074900bb44010000000047fc0000","Sent Connection oriented channel"
"3198","18:22:11.968000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","630","â\234\223","Dynamically Allocated Channel","8060074a00bb44190000000047fc0000","Sent Connection oriented channel"
"3199","18:22:11.971000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3200","18:22:11.991000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","635","â\234\223","Dynamically Allocated Channel","8060074b00bb44300000000047fc0000","Sent Connection oriented channel"
"3201","18:22:11.994000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3202","18:22:12.014000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","667","â\234\223","Dynamically Allocated Channel","8060074c00bb44470000000047fc0000","Sent Connection oriented channel"
"3203","18:22:12.018000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3204","18:22:12.037000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","644","â\234\223","Dynamically Allocated Channel","8060074d00bb445e0000000047fc0000","Sent Connection oriented channel"
"3205","18:22:12.049000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3206","18:22:12.049000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3207","18:22:12.061000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","634","â\234\223","Dynamically Allocated Channel","8060074e00bb44750000000047fc0000","Sent Connection oriented channel"
"3208","18:22:12.084000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","651","â\234\223","Dynamically Allocated Channel","8060074f00bb448c0000000047fc0000","Sent Connection oriented channel"
"3209","18:22:12.087000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3210","18:22:12.107000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","656","â\234\223","Dynamically Allocated Channel","8060075000bb44a40000000047fc0000","Sent Connection oriented channel"
"3211","18:22:12.129000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3212","18:22:12.129000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3213","18:22:12.131000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","658","â\234\223","Dynamically Allocated Channel","8060075100bb44bb0000000047fc0000","Sent Connection oriented channel"
"3214","18:22:12.154000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","639","â\234\223","Dynamically Allocated Channel","8060075200bb44d20000000047fc0000","Sent Connection oriented channel"
"3215","18:22:12.156000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3216","18:22:12.177000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","644","â\234\223","Dynamically Allocated Channel","8060075300bb44ea0000000047fc0000","Sent Connection oriented channel"
"3217","18:22:12.188000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3218","18:22:12.188000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3219","18:22:12.200000","host","controller","HCI_CMD","7","","â\234\223","","","","","Sent Read Clock"
"3220","18:22:12.200000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","635","â\234\223","Dynamically Allocated Channel","8060075400bb45010000000047fc0000","Sent Connection oriented channel"
"3221","18:22:12.203000","controller","host","HCI_EVT","15","â\234\223","â\234\223","","","","","Rcvd Command Complete (Read Clock)[Malformed Packet]"
"3222","18:22:12.223000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","627","â\234\223","Dynamically Allocated Channel","8060075500bb45180000000047fc0000","Sent Connection oriented channel"
"3223","18:22:12.226000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3224","18:22:12.238000","controller","host","HCI_EVT","46","â\234\223","â\234\223","","","","","Rcvd LE Meta (LE Advertising Report)"
"3225","18:22:12.247000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","627","â\234\223","Dynamically Allocated Channel","8060075600bb452f0000000047fc0000","Sent Connection oriented channel"
"3226","18:22:12.249000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3227","18:22:12.256000","controller","host","HCI_EVT","46","â\234\223","â\234\223","","","","","Rcvd LE Meta (LE Advertising Report)"
"3228","18:22:12.270000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","622","â\234\223","Dynamically Allocated Channel","8060075700bb45460000000047fc0000","Sent Connection oriented channel"
"3229","18:22:12.278000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3230","18:22:12.278000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3231","18:22:12.286000","controller","host","HCI_EVT","27","â\234\223","â\234\223","","","","","Rcvd LE Meta (LE Advertising Report)"
"3232","18:22:12.293000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","672","â\234\223","Dynamically Allocated Channel","8060075800bb455d0000000047fc0000","Sent Connection oriented channel"
"3233","18:22:12.311000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3234","18:22:12.311000","controller","host","HCI_EVT","34","â\234\223","â\234\223","","","","","Rcvd LE Meta (LE Advertising Report)"
"3235","18:22:12.316000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","659","â\234\223","Dynamically Allocated Channel","8060075900bb45750000000047fc0000","Sent Connection oriented channel"
"3236","18:22:12.339000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","668","â\234\223","Dynamically Allocated Channel","8060075a00bb458b0000000047fc0000","Sent Connection oriented channel"
"3237","18:22:12.342000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3238","18:22:12.363000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","636","â\234\223","Dynamically Allocated Channel","8060075b00bb45a30000000047fc0000","Sent Connection oriented channel"
"3239","18:22:12.371000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3240","18:22:12.371000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3241","18:22:12.386000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","645","â\234\223","Dynamically Allocated Channel","8060075c00bb45ba0000000047fc0000","Sent Connection oriented channel"
"3242","18:22:12.409000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","630","â\234\223","Dynamically Allocated Channel","8060075d00bb45d10000000047fc0000","Sent Connection oriented channel"
"3243","18:22:12.412000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3244","18:22:12.432000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","612","â\234\223","Dynamically Allocated Channel","8060075e00bb45e90000000047fc0000","Sent Connection oriented channel"
"3245","18:22:12.435000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3246","18:22:12.455000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","666","â\234\223","Dynamically Allocated Channel","8060075f00bb46000000000047fc0000","Sent Connection oriented channel"
"3247","18:22:12.458000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3248","18:22:12.479000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","664","â\234\223","Dynamically Allocated Channel","8060076000bb46170000000047fc0000","Sent Connection oriented channel"
"3249","18:22:12.481000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3250","18:22:12.502000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","654","â\234\223","Dynamically Allocated Channel","8060076100bb462e0000000047fc0000","Sent Connection oriented channel"
"3251","18:22:12.512000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3252","18:22:12.512000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3253","18:22:12.525000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","644","â\234\223","Dynamically Allocated Channel","8060076200bb46460000000047fc0000","Sent Connection oriented channel"
"3254","18:22:12.548000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","648","â\234\223","Dynamically Allocated Channel","8060076300bb465d0000000047fc0000","Sent Connection oriented channel"
"3255","18:22:12.551000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3256","18:22:12.571000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","647","â\234\223","Dynamically Allocated Channel","8060076400bb46740000000047fc0000","Sent Connection oriented channel"
"3257","18:22:12.574000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3258","18:22:12.595000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","629","â\234\223","Dynamically Allocated Channel","8060076500bb468b0000000047fc0000","Sent Connection oriented channel"
"3259","18:22:12.618000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","632","â\234\223","Dynamically Allocated Channel","8060076600bb46a20000000047fc0000","Sent Connection oriented channel"
"3260","18:22:12.620000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3261","18:22:12.636000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3262","18:22:12.636000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3263","18:22:12.641000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","626","â\234\223","Dynamically Allocated Channel","8060076700bb46b90000000047fc0000","Sent Connection oriented channel"
"3264","18:22:12.664000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","626","â\234\223","Dynamically Allocated Channel","8060076800bb46d10000000047fc0000","Sent Connection oriented channel"
"3265","18:22:12.667000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3266","18:22:12.688000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","658","â\234\223","Dynamically Allocated Channel","8060076900bb46e80000000047fc0000","Sent Connection oriented channel"
"3267","18:22:12.711000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","663","â\234\223","Dynamically Allocated Channel","8060076a00bb46ff0000000047fc0000","Sent Connection oriented channel"
"3268","18:22:12.714000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3269","18:22:12.722000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3270","18:22:12.722000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3271","18:22:12.734000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","644","â\234\223","Dynamically Allocated Channel","8060076b00bb47160000000047fc0000","Sent Connection oriented channel"
"3272","18:22:12.757000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","669","â\234\223","Dynamically Allocated Channel","8060076c00bb472d0000000047fc0000","Sent Connection oriented channel"
"3273","18:22:12.760000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3274","18:22:12.781000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","615","â\234\223","Dynamically Allocated Channel","8060076d00bb47450000000047fc0000","Sent Connection oriented channel"
"3275","18:22:12.783000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3276","18:22:12.804000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","619","â\234\223","Dynamically Allocated Channel","8060076e00bb475c0000000047fc0000","Sent Connection oriented channel"
"3277","18:22:12.807000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3278","18:22:12.827000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","615","â\234\223","Dynamically Allocated Channel","8060076f00bb47730000000047fc0000","Sent Connection oriented channel"
"3279","18:22:12.835000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3280","18:22:12.835000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3281","18:22:12.850000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","641","â\234\223","Dynamically Allocated Channel","8060077000bb478a0000000047fc0000","Sent Connection oriented channel"
"3282","18:22:12.873000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","628","â\234\223","Dynamically Allocated Channel","8060077100bb47a20000000047fc0000","Sent Connection oriented channel"
"3283","18:22:12.876000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3284","18:22:12.896000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","659","â\234\223","Dynamically Allocated Channel","8060077200bb47b90000000047fc0000","Sent Connection oriented channel"
"3285","18:22:12.899000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3286","18:22:12.920000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","639","â\234\223","Dynamically Allocated Channel","8060077300bb47d00000000047fc0000","Sent Connection oriented channel"
"3287","18:22:12.923000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3288","18:22:12.943000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","627","â\234\223","Dynamically Allocated Channel","8060077400bb47e70000000047fc0000","Sent Connection oriented channel"
"3289","18:22:12.951000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3290","18:22:12.951000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3291","18:22:12.966000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","614","â\234\223","Dynamically Allocated Channel","8060077500bb47ff0000000047fc0000","Sent Connection oriented channel"
"3292","18:22:12.990000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","624","â\234\223","Dynamically Allocated Channel","8060077600bb48160000000047fc0000","Sent Connection oriented channel"
"3293","18:22:12.993000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3294","18:22:13.013000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","638","â\234\223","Dynamically Allocated Channel","8060077700bb482d0000000047fc0000","Sent Connection oriented channel"
"3295","18:22:13.036000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","662","â\234\223","Dynamically Allocated Channel","8060077800bb48440000000047fc0000","Sent Connection oriented channel"
"3296","18:22:13.039000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3297","18:22:13.049000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3298","18:22:13.049000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3299","18:22:13.059000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","640","â\234\223","Dynamically Allocated Channel","8060077900bb485b0000000047fc0000","Sent Connection oriented channel"
"3300","18:22:13.082000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","664","â\234\223","Dynamically Allocated Channel","8060077a00bb48730000000047fc0000","Sent Connection oriented channel"
"3301","18:22:13.085000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3302","18:22:13.105000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","645","â\234\223","Dynamically Allocated Channel","8060077b00bb488a0000000047fc0000","Sent Connection oriented channel"
"3303","18:22:13.108000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3304","18:22:13.129000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","638","â\234\223","Dynamically Allocated Channel","8060077c00bb48a10000000047fc0000","Sent Connection oriented channel"
"3305","18:22:13.132000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3306","18:22:13.152000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","647","â\234\223","Dynamically Allocated Channel","8060077d00bb48b90000000047fc0000","Sent Connection oriented channel"
"3307","18:22:13.175000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","662","â\234\223","Dynamically Allocated Channel","8060077e00bb48d00000000047fc0000","Sent Connection oriented channel"
"3308","18:22:13.184000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3309","18:22:13.184000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
"3310","18:22:13.199000","localhost ()","remote ()","L2CAP","25","â\234\223","â\234\223","669","â\234\223","Dynamically Allocated Channel","8060077f00bb48e70000000047fc0000","Sent Connection oriented channel"
"3311","18:22:13.201000","controller","host","HCI_EVT","8","","â\234\223","","","","","Rcvd Number of Completed Packets"
